customer_id,full_name,phone_number,age,district,subscription_plan,registration_date,is_fraud,credit_score,plan_price_egp,plan_data_gb,plan_call_minutes,age_group,credit_score_group,registration_year,registration_month,plan_price,credit_category
VF-002289,Rana Nabil Farouk,1057206844,50,Nasr City - Zone 2,Prepaid 100,2020-06-13,0,431,100,15,300,36-50,Poor (<500),2020,6,100,Poor
VF-002290,Karim Nabil Rida,1044437861,59,Nasr City - Zone 10,Postpaid 150,2021-03-02,0,817,600,200,5000,50+,Excellent (750+),2021,3,150,Excellent
VF-002291,Tamer Magdy Abdel-Aziz,1046544280,38,Nasr City - Zone 10,Postpaid 250,2023-06-09,0,600,250,50,1000,36-50,Fair (500-650),2023,6,250,Fair
VF-002292,Mohamed Sayed Ali,1056816177,49,Nasr City - Abbas El-Akkad,Family Plan,2024-09-18,0,635,300,80,1500,36-50,Fair (500-650),2024,9,300,Fair
VF-002293,Majed Lotfy Awad,1038739758,57,Nasr City - El Zahraa,Postpaid 250,2022-07-06,0,649,250,50,1000,50+,Fair (500-650),2022,7,250,Fair
VF-002294,Rana Magdy El-Sharkawi,1077039675,68,Nasr City - Mostafa El-Nahas,Prepaid 100,2025-10-05,0,772,100,15,300,50+,Poor (<500),2025,10,100,Excellent
VF-002295,Reem Mahmoud Salamah,1031832713,29,Nasr City - Zone 8,Prepaid 50,2024-09-02,0,398,50,5,100,26-35,Poor (<500),2024,9,50,Poor
VF-002296,Khaled Abdel Helmy,1043033676,36,Nasr City - Zone 1,Postpaid 250,2023-02-16,0,725,250,50,1000,36-50,Good (650-750),2023,2,250,Good
VF-002297,Heba Fathi Qasim,1043532332,21,Nasr City - Zone 1,Postpaid 250,2020-03-14,0,757,250,50,1000,18-25,Excellent (750+),2020,3,250,Excellent
VF-002298,Karim Abdallah El-Masry,1021463219,21,Nasr City - Zone 2,Prepaid 200,2025-10-26,0,733,200,40,800,18-25,Good (650-750),2025,10,200,Good
VF-002299,Nada Ahmed Morsy,1080971862,39,Nasr City - El Zahraa,Unlimited Premium,2021-03-18,0,781,800,-1,-1,36-50,Excellent (750+),2021,3,800,Excellent
VF-002300,Fatima Hassan Badawi,1052881821,39,Nasr City - Abbas El-Akkad,Postpaid 250,2025-06-05,0,833,600,200,5000,36-50,Excellent (750+),2025,6,250,Excellent
VF-002301,Ashraf Gamal Ahmed,1088503456,65,Nasr City - Zone 8,Prepaid 100,2024-02-12,0,319,100,15,300,50+,Poor (<500),2024,2,100,Poor
VF-002302,Nada Ibrahim El-Sharkawi,1078884484,25,Nasr City - Zone 8,Prepaid 50,2025-12-02,0,351,50,5,100,18-25,Poor (<500),2025,12,50,Poor
VF-002303,Rami Gamal Ali,1070428122,18,Nasr City - Zone 2,Prepaid 100,2021-08-12,0,407,100,15,300,18-25,Poor (<500),2021,8,100,Poor
VF-002304,Eman Magdy Badawi,1082982115,51,Nasr City - El Zahraa,Family Plan,2022-03-18,0,637,300,80,1500,50+,Fair (500-650),2022,3,300,Fair
VF-002305,Doaa Gamal Morsy,1087405259,24,Nasr City - El Zahraa,Prepaid 100,2024-09-14,0,685,100,15,300,18-25,Good (650-750),2024,9,100,Good
VF-002306,Omar Ibrahim El-Sayed,1058224956,21,Nasr City - Mostafa El-Nahas,Prepaid 100,2024-07-10,0,352,100,15,300,18-25,Poor (<500),2024,7,100,Poor
VF-002307,Fatima Hassan Ali,1073969992,64,Nasr City - Zone 8,Prepaid 100,2024-11-12,0,743,600,200,5000,50+,,2024,11,100,Good
VF-002308,Hana Abdel Abdel-Aziz,1013977921,45,Nasr City - El Mirghany,Prepaid 200,2022-10-14,0,531,200,40,800,36-50,Fair (500-650),2022,10,200,Fair
VF-002309,Ghada Farouk Nasser,1077002394,43,Nasr City - El Mirghany,Postpaid 400,2024-02-04,0,705,400,100,2000,36-50,,2024,2,400,Good
VF-002310,Mohamed Abdel Khalil,1090308726,31,Nasr City - Zone 1,Prepaid 100,2025-06-07,0,515,100,15,300,26-35,Poor (<500),2025,6,100,Fair
VF-002311,Heba Mahmoud Mansour,1099446245,40,Nasr City - Zone 8,Postpaid 250,2024-03-23,0,721,250,50,1000,36-50,Good (650-750),2024,3,250,Good
VF-002312,Amr Lotfy El-Masry,1083998521,62,Nasr City - Zone 3,Family Plan,2022-01-27,0,660,300,80,1500,50+,Good (650-750),2022,1,300,Good
VF-002313,Hany Salah Abdel-Aziz,1015332684,59,Nasr City - El Zahraa,Prepaid 200,2021-02-17,0,534,200,40,800,50+,Fair (500-650),2021,2,200,Fair
VF-002314,Majed Nabil Helmy,1089614038,33,Nasr City - Zone 2,Family Plan,2021-06-18,0,677,300,80,1500,26-35,Good (650-750),2021,6,300,Good
VF-002315,Fatima Fathi El-Banna,1084972655,59,Nasr City - Zone 1,Prepaid 200,2020-07-27,0,462,200,40,800,50+,Poor (<500),2020,7,200,Poor
VF-002316,Rana Nabil Rida,1026810201,42,Nasr City - Mostafa El-Nahas,Postpaid 400,2025-07-12,0,706,400,100,2000,36-50,,2025,7,400,Good
VF-002317,Rania Omar Hanafi,1088208534,40,Nasr City - Zone 8,Unlimited Premium,2025-03-01,0,830,800,-1,-1,36-50,Excellent (750+),2025,3,800,Excellent
VF-002318,Walid Sayed Hassan,1024728229,55,Unknown,Family Plan,2022-06-28,0,682,300,80,1500,50+,Good (650-750),2022,6,300,Good
VF-002319,Ayman Abdel El-Banna,1091256248,69,Nasr City - El Zahraa,Postpaid 150,2023-01-09,0,729,150,25,500,50+,Good (650-750),2023,1,150,Good
VF-002320,Khaled Abdel Gamal,1072561816,26,Nasr City - El Zahraa,Postpaid 250,2023-08-02,0,750,250,50,1000,26-35,Excellent (750+),2023,8,250,Good
VF-002321,Sherif Lotfy Hassan,1080642553,26,Nasr City - Mostafa El-Nahas,Student Plan,2025-05-25,0,651,80,20,200,26-35,Poor (<500),2025,5,80,Good
VF-002322,Noha Hassan Khalil,1088026694,25,Nasr City - Zone 2,Prepaid 100,2021-02-21,0,724,100,15,300,18-25,Good (650-750),2021,2,100,Good
VF-002323,Ibrahim Ibrahim Mahmoud,1017226037,52,Nasr City - Mostafa El-Nahas,Postpaid 400,2025-05-01,0,732,400,100,2000,50+,,2025,5,400,Good
VF-002324,Mohamed Abdel Khalil,1066033448,52,Nasr City - Zone 2,Prepaid 50,2024-06-10,0,370,50,5,100,50+,Poor (<500),2024,6,50,Poor
VF-002325,Hussein Ali Nasser,1028081271,34,Nasr City - Zone 1,Postpaid 150,2025-07-06,0,513,150,25,500,26-35,Fair (500-650),2025,7,150,Fair
VF-002326,Mostafa Ali El-Sharkawi,1011442173,54,Nasr City - Abbas El-Akkad,Prepaid 100,2021-07-27,0,803,600,200,5000,50+,Excellent (750+),2021,7,100,Excellent
VF-002327,Wael Abdallah El-Sharkawi,1018904455,37,Nasr City - Zone 3,Prepaid 200,2025-05-09,0,488,200,40,800,36-50,Poor (<500),2025,5,200,Poor
VF-002328,Youssef Ibrahim Farouk,1027872163,39,Nasr City - Zone 10,Postpaid 150,2022-05-24,0,599,150,25,500,36-50,Fair (500-650),2022,5,150,Fair
VF-002329,Salma Salah Ali,1020301903,60,Nasr City - Zone 2,Postpaid 400,2020-01-20,0,756,400,100,2000,50+,Excellent (750+),2020,1,400,Excellent
VF-002330,Amira Farouk Shahatah,1074475912,65,Nasr City - El Mirghany,Prepaid 50,2021-12-28,0,352,50,5,100,50+,Poor (<500),2021,12,50,Poor
VF-002331,Hossam Salah Awad,1040175456,58,Nasr City - Zone 3,Prepaid 200,2023-10-22,0,554,200,40,800,50+,Fair (500-650),2023,10,200,Fair
VF-002332,Sherif Salah Khalil,1014109890,64,Nasr City - Zone 7,Prepaid 100,2021-03-13,0,577,100,15,300,50+,Fair (500-650),2021,3,100,Fair
VF-002333,Walid Fathi Ramadan,1086333367,38,Nasr City - Mostafa El-Nahas,Prepaid 100,2022-12-06,0,334,100,15,300,36-50,Poor (<500),2022,12,100,Poor
VF-002334,Heba Sayed Morsy,1085637167,30,Nasr City - Zone 7,Postpaid 150,2020-03-15,0,513,150,25,500,26-35,Fair (500-650),2020,3,150,Fair
VF-002335,Khaled Ahmed Hanafi,1098144846,47,Nasr City - Zone 2,Prepaid 100,2022-04-01,0,521,100,15,300,36-50,Fair (500-650),2022,4,100,Fair
VF-002336,Ayman Gamal Gamal,1065456043,36,Nasr City - Zone 1,Postpaid 250,2023-10-01,0,695,250,50,1000,36-50,Good (650-750),2023,10,250,Good
VF-002337,Sherif Hassan Ramadan,1099400310,24,Nasr City - Zone 1,Prepaid 200,2023-05-26,0,745,200,40,800,18-25,Good (650-750),2023,5,200,Good
VF-002338,Tamer Mahmoud El-Sharkawi,1082130601,46,Nasr City - Zone 2,Family Plan,2023-12-11,0,668,300,80,1500,36-50,Good (650-750),2023,12,300,Good
VF-002339,Rania Farouk Mansour,1046698001,48,Nasr City - Zone 2,Prepaid 50,2022-10-01,0,380,50,5,100,36-50,Poor (<500),2022,10,50,Poor
VF-002340,Shimaa Lotfy Mansour,1077388127,48,Nasr City - Zone 2,Unlimited Premium,2021-02-13,0,540,800,-1,-1,36-50,,2021,2,800,Fair
VF-002341,Reem Abdel Ramadan,1060493774,66,Nasr City - Zone 1,Student Plan,2023-04-21,0,495,80,20,200,50+,Poor (<500),2023,4,80,Poor
VF-002342,Hany Abdallah Awad,1023569523,67,Nasr City - Zone 1,Postpaid 150,2020-05-04,0,559,150,25,500,50+,Fair (500-650),2020,5,150,Fair
VF-002343,Yasmin Mahmoud El-Sharkawi,1035722735,47,Nasr City - Zone 1,Student Plan,2026-02-15,0,681,80,20,200,36-50,Poor (<500),2026,2,80,Good
VF-002344,Aya Ramadan Khalil,1059285251,41,Unknown,Prepaid 50,2021-06-28,0,316,50,5,100,36-50,Poor (<500),2021,6,50,Poor
VF-002345,Heba Abdallah Hanafi,1013802982,27,Nasr City - Zone 10,Prepaid 100,2022-03-02,0,528,100,15,300,26-35,Fair (500-650),2022,3,100,Fair
VF-002346,Youssef Ibrahim Ibrahim,1025239435,70,Nasr City - Zone 10,Family Plan,2021-02-26,0,645,300,80,1500,50+,Fair (500-650),2021,2,300,Fair
VF-002347,Wael Ramadan Awad,1027259700,55,Nasr City - Zone 7,Postpaid 150,2026-04-29,0,452,150,25,500,50+,Poor (<500),2026,4,150,Poor
VF-002348,Ghada Abdel Hanafi,1028265579,66,Nasr City - Zone 10,Prepaid 100,2022-12-10,0,385,100,15,300,50+,Poor (<500),2022,12,100,Poor
VF-002349,Heba Hassan Mansour,1054218086,68,Nasr City - Zone 2,Postpaid 400,2025-01-27,0,795,400,100,2000,50+,Excellent (750+),2025,1,400,Excellent
VF-002350,Wael Nabil Abdullah,1098168783,52,Nasr City - Zone 2,Postpaid 250,2024-08-01,0,606,250,50,1000,50+,Fair (500-650),2024,8,250,Fair
VF-002351,Essam Nabil Badawi,1079507545,21,Nasr City - Zone 7,Student Plan,2025-10-31,0,320,80,20,200,18-25,Poor (<500),2025,10,80,Poor
VF-002352,Amr Salah Ramadan,1058067198,31,Nasr City - Zone 10,Unlimited Premium,2024-08-04,0,838,800,-1,-1,26-35,Excellent (750+),2024,8,800,Excellent
VF-002353,Shimaa Ramadan Gamal,1047891233,68,Nasr City - Abbas El-Akkad,Student Plan,2022-12-05,0,414,80,20,200,50+,Poor (<500),2022,12,80,Poor
VF-002354,Rania Farouk Ali,1076684613,65,Nasr City - El Mirghany,Postpaid 400,2024-06-21,0,761,400,100,2000,50+,Excellent (750+),2024,6,400,Excellent
VF-002355,Ghada Ramadan Mahmoud,1044113274,55,Nasr City - Zone 2,Student Plan,2021-11-04,0,459,80,20,200,50+,Poor (<500),2021,11,80,Poor
VF-002356,Ali Farouk Abdullah,1043939947,54,Nasr City - Abbas El-Akkad,Unlimited Premium,2021-04-19,0,789,800,-1,-1,50+,Excellent (750+),2021,4,800,Excellent
VF-002357,Ashraf Fathi El-Sharkawi,1059893153,30,Nasr City - Zone 2,Prepaid 100,2025-08-08,0,352,100,15,300,26-35,Poor (<500),2025,8,100,Poor
VF-002358,Heba Hassan Rida,1042587759,53,Nasr City - Abbas El-Akkad,Postpaid 150,2021-12-18,0,680,150,25,500,50+,Good (650-750),2021,12,150,Good
VF-002359,Reem Nabil Nasser,1033260029,57,Nasr City - Zone 10,Prepaid 200,2024-04-10,0,813,600,200,5000,50+,Excellent (750+),2024,4,200,Excellent
VF-002360,Sami Ibrahim Badawi,1013176727,32,Nasr City - Zone 3,Prepaid 50,2022-03-02,0,395,50,5,100,26-35,Poor (<500),2022,3,50,Poor
VF-002361,Sami Farouk Khalil,1062269576,35,Nasr City - Zone 1,Prepaid 50,2025-11-09,0,394,50,5,100,26-35,Poor (<500),2025,11,50,Poor
VF-002362,Mohamed Nabil Mahmoud,1073998756,26,Nasr City - Zone 3,Student Plan,2024-05-11,0,313,80,20,200,26-35,Poor (<500),2024,5,80,Poor
VF-002363,Sami Farouk Shahatah,1052727619,48,Nasr City - Zone 8,Postpaid 150,2024-06-10,0,637,150,25,500,36-50,Fair (500-650),2024,6,150,Fair
VF-002364,Ashraf Salah Badawi,1056266539,51,Nasr City - Abbas El-Akkad,Prepaid 50,2025-03-02,0,331,50,5,100,50+,Poor (<500),2025,3,50,Poor
VF-002365,Nada Ramadan Helmy,1019164814,60,Nasr City - El Zahraa,Postpaid 250,2020-01-03,0,812,600,200,5000,50+,Excellent (750+),2020,1,250,Excellent
VF-002366,Ali Lotfy Rida,1093576948,32,Nasr City - Zone 1,Student Plan,2020-11-16,0,511,80,20,200,26-35,Poor (<500),2020,11,80,Fair
VF-002367,Rana Omar Ibrahim,1031462628,65,Nasr City - Zone 8,Student Plan,2024-06-01,0,422,80,20,200,50+,Poor (<500),2024,6,80,Poor
VF-002368,Majed Hassan Mansour,1030232427,52,Nasr City - Zone 1,Prepaid 100,2022-07-07,0,554,100,15,300,50+,Poor (<500),2022,7,100,Fair
VF-002369,Aya Mahmoud Farouk,1027636865,56,Nasr City - Zone 10,Postpaid 250,2023-09-08,0,740,250,50,1000,50+,Good (650-750),2023,9,250,Good
VF-002370,Aya Ibrahim Rida,1036388840,60,Nasr City - El Mirghany,Prepaid 50,2025-03-10,0,338,50,5,100,50+,Poor (<500),2025,3,50,Poor
VF-002371,Sami Gamal Mahmoud,1016318880,28,Nasr City - Zone 8,Family Plan,2024-06-09,1,618,300,80,1500,26-35,,2024,6,300,Fair
VF-002372,Noha Lotfy El-Masry,1050756659,18,Nasr City - Abbas El-Akkad,Student Plan,2022-12-09,0,727,80,20,200,18-25,Good (650-750),2022,12,80,Good
VF-002373,Yasmin Hassan Rida,1026755738,29,Nasr City - Mostafa El-Nahas,Prepaid 100,2024-08-01,0,771,100,15,300,26-35,Poor (<500),2024,8,100,Excellent
VF-002374,Noha Ahmed Qasim,1061816909,62,Nasr City - Zone 8,Prepaid 100,2025-06-02,0,523,100,15,300,50+,Poor (<500),2025,6,100,Fair
VF-002375,Rami Ramadan Rida,1085127595,34,Nasr City - Zone 1,Postpaid 400,2025-12-28,0,826,400,100,2000,26-35,Excellent (750+),2025,12,400,Excellent
VF-002376,Rania Gamal Rida,1096654912,35,Nasr City - Abbas El-Akkad,Student Plan,2025-09-06,0,676,80,20,200,26-35,Poor (<500),2025,9,80,Good
VF-002377,Eman Abdel Awad,1039075094,55,Nasr City - El Mirghany,Postpaid 400,2024-03-05,0,824,400,100,2000,50+,Excellent (750+),2024,3,400,Excellent
VF-002378,Heba Nabil Qasim,1044719473,60,Unknown,Postpaid 400,2025-04-02,0,848,400,100,2000,50+,Excellent (750+),2025,4,400,Excellent
VF-002379,Ghada Abdallah Salamah,1087833530,40,Nasr City - Zone 2,Prepaid 200,2023-01-06,0,461,200,40,800,36-50,Poor (<500),2023,1,200,Poor
VF-002380,Ayman Mahmoud Shahatah,1062263332,31,Nasr City - Zone 10,Student Plan,2025-05-04,0,539,80,20,200,26-35,Poor (<500),2025,5,80,Fair
VF-002381,Doaa Magdy El-Banna,1029040328,43,Nasr City - Zone 10,Prepaid 100,2025-11-04,0,457,100,15,300,36-50,Poor (<500),2025,11,100,Poor
VF-002382,Adel Gamal Shahatah,1016197870,69,Nasr City - Mostafa El-Nahas,Postpaid 150,2020-09-28,0,657,150,25,500,50+,Good (650-750),2020,9,150,Good
VF-002383,Essam Ramadan El-Masry,1068207943,59,Nasr City - Zone 7,Postpaid 150,2020-03-18,0,560,150,25,500,50+,Fair (500-650),2020,3,150,Fair
VF-002384,Fatima Fathi Ramadan,1060644002,20,Nasr City - El Zahraa,Postpaid 150,2026-01-03,0,549,150,25,500,18-25,Fair (500-650),2026,1,150,Fair
VF-002385,Shimaa Ali Hanafi,1085137680,60,Nasr City - El Mirghany,Prepaid 100,2023-12-25,0,337,100,15,300,50+,Poor (<500),2023,12,100,Poor
VF-002386,Salma Mahmoud El-Banna,1050406351,23,Nasr City - Zone 10,Prepaid 200,2021-08-09,0,542,200,40,800,18-25,Fair (500-650),2021,8,200,Fair
VF-002387,Hussein Lotfy Hanafi,1077901354,49,Nasr City - Zone 8,Prepaid 100,2020-05-24,0,319,100,15,300,36-50,Poor (<500),2020,5,100,Poor
VF-002388,Hana Farouk El-Sayed,1031613513,63,Nasr City - Zone 8,Prepaid 50,2024-01-30,0,482,50,5,100,50+,Poor (<500),2024,1,50,Poor
VF-002389,Omar Gamal Helmy,1026498529,68,Unknown,Postpaid 250,2023-03-05,0,689,250,50,1000,50+,Good (650-750),2023,3,250,Good
VF-002390,Aya Farouk Rida,1099490181,68,Nasr City - El Mirghany,Postpaid 400,2021-12-07,0,781,600,200,5000,50+,Excellent (750+),2021,12,400,Excellent
VF-002391,Rania Abdel Helmy,1051623157,23,Nasr City - Zone 2,Postpaid 400,2020-07-23,0,773,400,100,2000,18-25,Excellent (750+),2020,7,400,Excellent
VF-002392,Aya Fathi Hanafi,1062888348,45,Nasr City - El Zahraa,Prepaid 100,2024-06-20,0,536,100,15,300,36-50,Fair (500-650),2024,6,100,Fair
VF-002393,Reem Gamal El-Masry,1086937135,29,Nasr City - Zone 2,Prepaid 100,2025-03-27,0,418,100,15,300,26-35,Poor (<500),2025,3,100,Poor
VF-002394,Aya Sayed Hanafi,1084358037,35,Nasr City - Zone 3,Postpaid 150,2020-08-10,0,501,150,25,500,26-35,Fair (500-650),2020,8,150,Fair
VF-002395,Sherif Magdy Mansour,1074283943,68,Nasr City - Zone 8,Prepaid 200,2023-01-27,0,465,200,40,800,50+,Poor (<500),2023,1,200,Poor
VF-002396,Hassan Abdel Abdullah,1086057239,30,Nasr City - Zone 2,Prepaid 50,2022-06-01,0,332,50,5,100,26-35,Poor (<500),2022,6,50,Poor
VF-002397,Fatima Ramadan Zidan,1076860919,34,Nasr City - Mostafa El-Nahas,Prepaid 100,2024-09-02,0,440,100,15,300,26-35,Poor (<500),2024,9,100,Poor
VF-002398,Rana Farouk Morsy,1080233781,47,Nasr City - Zone 8,Family Plan,2024-01-06,0,695,300,80,1500,36-50,Good (650-750),2024,1,300,Good
VF-002399,Sara Abdel El-Masry,1043211214,40,Nasr City - El Zahraa,Prepaid 200,2024-02-26,0,502,200,40,800,36-50,Fair (500-650),2024,2,200,Fair
VF-002400,Heba Ali Rida,1061952261,59,Nasr City - Mostafa El-Nahas,Postpaid 400,2024-02-02,0,690,400,100,2000,50+,,2024,2,400,Good
VF-002401,Dina Omar El-Banna,1032564772,45,Nasr City - Abbas El-Akkad,Prepaid 200,2020-02-07,0,529,200,40,800,36-50,Fair (500-650),2020,2,200,Fair
VF-002402,Mariam Fathi Helmy,1091363169,47,Unknown,Prepaid 100,2025-07-15,1,595,100,15,300,36-50,Fair (500-650),2025,7,100,Fair
VF-002403,Sara Ahmed Qasim,1011211767,68,Nasr City - Abbas El-Akkad,Postpaid 400,2025-03-19,0,804,400,100,2000,50+,Excellent (750+),2025,3,400,Excellent
VF-002404,Ghada Ali Helmy,1050902313,20,Nasr City - Zone 8,Prepaid 50,2023-11-10,0,320,50,5,100,18-25,Poor (<500),2023,11,50,Poor
VF-002405,Salma Abdallah Awad,1057352968,68,Nasr City - Zone 7,Postpaid 400,2022-05-09,1,627,400,100,2000,50+,,2022,5,400,Fair
VF-002406,Hassan Mohamed Farouk,1089899841,21,Nasr City - El Mirghany,Postpaid 400,2024-01-03,0,703,400,100,2000,18-25,,2024,1,400,Good
VF-002407,Nada Sayed El-Sayed,1011943829,66,Nasr City - Zone 10,Prepaid 100,2023-09-03,0,396,100,15,300,50+,Poor (<500),2023,9,100,Poor
VF-002408,Fatima Hassan Gamal,1093179518,35,Nasr City - Zone 1,Prepaid 50,2022-05-12,0,477,50,5,100,26-35,Poor (<500),2022,5,50,Poor
VF-002409,Hany Fathi Shahatah,1044528194,58,Nasr City - Zone 7,Prepaid 50,2025-11-18,0,448,50,5,100,50+,Poor (<500),2025,11,50,Poor
VF-002410,Rania Ibrahim El-Sharkawi,1024193897,47,Nasr City - Zone 2,Prepaid 100,2024-07-09,0,484,100,15,300,36-50,Poor (<500),2024,7,100,Poor
VF-002411,Hana Salah Nasser,1096123265,21,Nasr City - Zone 3,Prepaid 50,2021-01-29,0,713,50,5,100,18-25,Poor (<500),2021,1,50,Good
VF-002412,Nader Lotfy Morsy,1069923265,59,Nasr City - Zone 10,Postpaid 150,2024-09-11,0,824,600,200,5000,50+,Excellent (750+),2024,9,150,Excellent
VF-002413,Ibrahim Salah Hassan,1056524884,62,Nasr City - Abbas El-Akkad,Student Plan,2025-02-02,0,550,600,200,5000,50+,,2025,2,80,Fair
VF-002414,Hana Ali Ramadan,1033793492,65,Nasr City - Zone 2,Prepaid 100,2024-07-15,0,330,100,15,300,50+,Poor (<500),2024,7,100,Poor
VF-002415,Heba Abdallah Salamah,1038221330,34,Nasr City - Zone 7,Prepaid 50,2024-04-06,0,403,50,5,100,26-35,Poor (<500),2024,4,50,Poor
VF-002416,Ashraf Mohamed Awad,1069248631,21,Nasr City - El Mirghany,Postpaid 400,2022-12-01,0,843,400,100,2000,18-25,Excellent (750+),2022,12,400,Excellent
VF-002417,Rania Gamal Qasim,1035280582,48,Nasr City - Zone 2,Unlimited Premium,2020-04-16,0,841,600,200,5000,36-50,Excellent (750+),2020,4,800,Excellent
VF-002418,Rana Hassan El-Masry,1048075729,50,Nasr City - El Zahraa,Unlimited Premium,2023-03-06,0,819,800,-1,-1,36-50,Excellent (750+),2023,3,800,Excellent
VF-002419,Ibrahim Sayed Gamal,1048526132,69,Nasr City - El Zahraa,Prepaid 50,2024-07-09,0,328,50,5,100,50+,Poor (<500),2024,7,50,Poor
VF-002420,Sara Gamal El-Sharkawi,1051957623,65,Nasr City - El Zahraa,Prepaid 100,2021-04-17,0,589,100,15,300,50+,Poor (<500),2021,4,100,Fair
VF-002421,Yasmin Ramadan Zidan,1065276371,63,Nasr City - Abbas El-Akkad,Prepaid 200,2022-02-09,0,485,200,40,800,50+,Poor (<500),2022,2,200,Poor
VF-002422,Nada Omar Awad,1027164035,26,Nasr City - Zone 2,Prepaid 100,2022-05-10,0,311,100,15,300,26-35,Poor (<500),2022,5,100,Poor
VF-002423,Sami Hassan Farouk,1048217181,49,Nasr City - El Zahraa,Prepaid 100,2025-01-09,0,391,100,15,300,36-50,Poor (<500),2025,1,100,Poor
VF-002424,Ibrahim Fathi Ali,1093206084,29,Nasr City - Abbas El-Akkad,Student Plan,2024-05-23,0,459,80,20,200,26-35,Poor (<500),2024,5,80,Poor
VF-002425,Mostafa Nabil Abdullah,1084758190,23,Nasr City - Zone 8,Postpaid 250,2022-07-01,0,828,250,50,1000,18-25,Excellent (750+),2022,7,250,Excellent
VF-002426,Bassam Salah Abdel-Aziz,1093711907,31,Nasr City - Zone 8,Prepaid 100,2022-03-21,0,520,100,15,300,26-35,Fair (500-650),2022,3,100,Fair
VF-002427,Rania Abdel Mansour,1079530218,61,Nasr City - Zone 1,Prepaid 50,2025-01-22,0,416,50,5,100,50+,Poor (<500),2025,1,50,Poor
VF-002428,Shimaa Mahmoud El-Masry,1034744664,68,Nasr City - El Zahraa,Prepaid 200,2020-06-01,0,533,200,40,800,50+,Fair (500-650),2020,6,200,Fair
VF-002429,Hana Fathi Farouk,1091300843,58,Nasr City - Zone 8,Prepaid 200,2020-09-06,0,774,600,200,5000,50+,Excellent (750+),2020,9,200,Excellent
VF-002430,Hassan Omar Mansour,1050032071,44,Nasr City - El Zahraa,Student Plan,2021-08-09,0,447,80,20,200,36-50,Poor (<500),2021,8,80,Poor
VF-002431,Majed Lotfy Salamah,1092688042,66,Nasr City - Mostafa El-Nahas,Postpaid 250,2022-09-04,0,492,600,200,5000,50+,,2022,9,250,Poor
VF-002432,Ayman Nabil Ibrahim,1021633669,51,Nasr City - El Zahraa,Prepaid 100,2023-05-04,0,426,100,15,300,50+,Poor (<500),2023,5,100,Poor
VF-002433,Adel Ibrahim Abdel-Aziz,1035583776,33,Nasr City - Mostafa El-Nahas,Prepaid 100,2026-01-25,0,476,100,15,300,26-35,Poor (<500),2026,1,100,Poor
VF-002434,Amira Abdel Awad,1031173169,57,Nasr City - Mostafa El-Nahas,Family Plan,2026-01-18,0,743,300,80,1500,50+,Good (650-750),2026,1,300,Good
VF-002435,Mohamed Hassan Farouk,1036151974,55,Nasr City - Zone 2,Prepaid 50,2023-06-16,0,351,50,5,100,50+,Poor (<500),2023,6,50,Poor
VF-002436,Amr Lotfy Ahmed,1026400494,23,Nasr City - Zone 3,Student Plan,2022-01-19,0,328,80,20,200,18-25,Poor (<500),2022,1,80,Poor
VF-002437,Adel Abdel Hassan,1087214802,57,Nasr City - El Mirghany,Prepaid 50,2022-11-05,0,424,50,5,100,50+,Poor (<500),2022,11,50,Poor
VF-002438,Sami Ramadan El-Banna,1081081599,39,Nasr City - Zone 7,Prepaid 50,2024-09-04,0,795,600,200,5000,36-50,Excellent (750+),2024,9,50,Excellent
VF-002439,Tarek Sayed Hanafi,1072437564,33,Nasr City - Zone 8,Prepaid 100,2023-12-06,0,656,100,15,300,26-35,Poor (<500),2023,12,100,Good
VF-002440,Ahmed Omar Abdullah,1079749541,20,Nasr City - Abbas El-Akkad,Family Plan,2022-04-16,0,549,300,80,1500,18-25,,2022,4,300,Fair
VF-002441,Mostafa Ibrahim Salamah,1038815871,60,Nasr City - Zone 1,Postpaid 400,2025-08-22,0,802,400,100,2000,50+,Excellent (750+),2025,8,400,Excellent
VF-002442,Yasmin Mahmoud Zidan,1023251070,27,Nasr City - Zone 1,Prepaid 100,2025-05-06,0,354,100,15,300,26-35,Poor (<500),2025,5,100,Poor
VF-002443,Karim Fathi Qasim,1024873566,19,Nasr City - Zone 2,Prepaid 200,2023-03-09,0,512,200,40,800,18-25,Fair (500-650),2023,3,200,Fair
VF-002444,Hossam Mohamed Ahmed,1044438867,38,Unknown,Prepaid 100,2024-11-11,0,555,100,15,300,36-50,Fair (500-650),2024,11,100,Fair
VF-002445,Sara Fathi Qasim,1047971974,27,Nasr City - Zone 10,Postpaid 250,2020-04-30,1,800,250,50,1000,26-35,Excellent (750+),2020,4,250,Excellent
VF-002446,Fatima Salah El-Masry,1052937596,68,Nasr City - Zone 10,Student Plan,2025-08-27,0,381,80,20,200,50+,Poor (<500),2025,8,80,Poor
VF-002447,Salma Salah Morsy,1040497194,49,Nasr City - Zone 1,Family Plan,2024-07-04,0,658,300,80,1500,36-50,Good (650-750),2024,7,300,Good
VF-002448,Tarek Gamal Nasser,1071010335,18,Nasr City - Zone 2,Postpaid 150,2025-02-01,0,509,150,25,500,18-25,Fair (500-650),2025,2,150,Fair
VF-002449,Adel Lotfy Farouk,1031159443,26,Nasr City - Zone 1,Prepaid 50,2024-07-03,0,630,50,5,100,26-35,Poor (<500),2024,7,50,Fair
