customer_id,full_name,phone_number,age,district,subscription_plan,registration_date,is_fraud,credit_score
VF-002944,Karim Salah Shahatah,1062539857,58,Nasr City - Zone 10,Prepaid Basic,5/7/2024,0,480.9
VF-002945,Wael Farouk Zidan,1032101323,45,Nasr City - Mostafa El-Nahas,prepaid basic,5/4/2022,0,549.3
VF-002946,Karim Gamal Farouk,1049120460,36,Nasr City - El Mirghany,Postpaid 200,4/7/2024,0,261.9
VF-002947,Reem Gamal El-Sayed,1012056964,22,Nasr City - Zone 8,Postpaid 100,9/1/2022,0,457.7
VF-002948,Reem Fathi El-Sayed,1028656008,38,Nasr City - El Zahraa,Postpaid 100,3/1/2025,0,768
VF-002949,Hassan Gamal Abdullah,1099256684,59,Nasr City - Mostafa El-Nahas,Prepaid Basic,6/10/2024,0,696.8
VF-002950,Tamer Farouk Mahmoud,1037132629,28,Nasr City - Zone 3,Postpaid 100,12/20/2024,0,434.9
VF-002951,Amr Nabil El-Sharkawi,1022913709,22,Nasr City - El Mirghany,Postpaid 100,6/6/2024,0,675.3
VF-002952,Bassam Ibrahim Rida,1092004417,30,,Prepaid Plus,9/26/2024,0,728.6
VF-002953,Tamer Farouk Awad,1018174776,60,Nasr City - Zone 10,Postpaid 200,4/23/2025,0,295.6
VF-002954,Yasmin Omar Rida,1016407229,53,Nasr City - Zone 10,Postpaid 200,12/20/2024,0,431.6
VF-002955,Mona Hassan Zidan,1079074008,150,Nasr City - Zone 1,Postpaid Business,9/4/2022,0,818.9
VF-002956,Tarek Gamal Ali,1082679492,18,Nasr City - Zone 7,Prepaid Plus,2/24/2022,0,808.3
VF-002957,Hany Nabil Ahmed,1055481326,51,Nasr City - Zone 7,Postpaid Business,9/6/2025,0,795.1
VF-002958,Ibrahim Lotfy Badawi,1072266063,36,Nasr City - Zone 1,Prepaid Basic,7/4/2023,0,646.1
VF-002959,Tarek Mohamed El-Banna,1057512472,49,Nasr City - Zone 2,Postpaid Business,5/9/2023,0,224.5
VF-002960,Shimaa Ibrahim El-Sharkawi,1084129056,33,Nasr City - Mostafa El-Nahas,Postpaid 200,6/28/2023,0,529.6
VF-002961,Amira Farouk Morsy,1060617967,38,Nasr City - Abbas El-Akkad,Postpaid 200,6/2/2022,0,314.4
VF-002962,Nader Ahmed El-Sayed,1015407643,61,Nasr City - Abbas El-Akkad,Prepaid Basic,9/20/2022,0,666.7
VF-002963,Ayman Abdel El-Sharkawi,1040960879,30,Nasr City - Zone 1,Postpaid 200,9/11/2023,1,562.9
VF-002964,Nour Nabil Ramadan,1010997753,64,Nasr City - Zone 2,Postpaid Business,5/5/2025,0,529.6
VF-002965,Sami Abdel Abdel-Aziz,1045271577,20,Nasr City - Zone 2,Prepaid Plus,7/1/2025,0,567.9
VF-002966,Rami Ibrahim Ibrahim,1032894239,24,Nasr City - Zone 8,POSTPAID 100,10/13/2023,1,847.6
VF-002967,Mariam Omar Khalil,1036037491,38,Nasr City - Zone 10,Postpaid 200,3/17/2024,0,516.4
VF-002968,Nader Mohamed Mahmoud,1036084448,52,Nasr City - Mostafa El-Nahas,Postpaid Business,6/1/2024,0,356.5
VF-002969,Aya Farouk Mahmoud,1045514329,51,Nasr City - Mostafa El-Nahas,Prepaid Basic,2/13/2022,0,754.5
VF-002970,Hana Lotfy Badawi,1045205688,68,Nasr City - Zone 3,Postpaid 200,7/21/2025,0,527.1
VF-002971,Ali Omar Helmy,1027944432,,Nasr City - Zone 2,Postpaid Business,6/11/2025,0,333
VF-002972,Mohamed Magdy Ramadan,1020859238,65,Nasr City - Zone 7,Postpaid 100,9/27/2022,0,278.4
VF-002973,Rania Ibrahim El-Sayed,1075415337,32,Nasr City - El Mirghany,Prepaid Plus,1/2/2022,0,313
VF-002974,Walid Magdy Abdel-Aziz,1075321395,33,Nasr City - Zone 1,Prepaid Plus,6/5/2025,0,340.1
VF-002975,Yasmin Mohamed Ali,1073361091,50,Nasr City - El Mirghany,Postpaid 100,7/27/2022,0,895.9
VF-002976,Ibrahim Ali Mansour,1099818502,48,Nasr City - Mostafa El-Nahas,Prepaid Basic,12/12/2024,0,571.8
VF-002977,Hany Ahmed El-Gazzar,1079376143,53,Nasr City - Zone 3,Prepaid Plus,5/30/2023,0,652.4
VF-002978,Ibrahim Mahmoud Abdullah,1021475230,46,Nasr City - Zone 3,Postpaid 100,1/20/2023,0,490
VF-002979,Essam Ramadan Shahatah,1061769923,53,Nasr City - Zone 1,Prepaid Basic,2/11/2022,0,603.2
VF-002980,Hassan Sayed Rida,1066348425,24,Nasr City - Zone 3,Prepaid Basic,10/9/2022,0,341.1
VF-002981,Sara Fathi Farouk,1013400255,69,Nasr City - Zone 3,Postpaid 200,5/7/2023,0,878.2
VF-002982,Rami Lotfy Helmy,1049161713,55,Nasr City - Zone 1,Postpaid 200,11/27/2023,0,740.8
VF-002983,Ayman Abdel Shahatah,1078075420,65,Nasr City - Zone 10,Postpaid 200,6/10/2025,0,834.3
VF-002984,Ashraf Omar El-Masry,1078861681,50,Nasr City - Zone 7,Postpaid 200,7/5/2025,0,575
VF-002985,Nour Sayed Ali,1062336574,35,Nasr City - Zone 8,Postpaid 100,11/24/2025,0,327.7
VF-002986,Karim Ibrahim Hanafi,1031722927,-1,Nasr City - Zone 7,Postpaid 200,8/14/2023,0,345.8
VF-002987,Majed Ramadan El-Masry,1023646357,38,,Prepaid Basic,12/25/2022,0,489.2
VF-002988,Hossam Abdallah Qasim,1032342954,23,Nasr City - Zone 7,Prepaid Plus,6/7/2022,0,412.8
VF-002989,Aya Salah Zidan,1038479433,41,Nasr City - Zone 10,Postpaid 200,3/25/2024,1,565
VF-002990,Tamer Gamal Salamah,1093960183,,Nasr City - Zone 10,Postpaid 100,3/28/2023,0,347.1
VF-002991,Yasmin Ibrahim Mansour,1069123613,69,Nasr City - Zone 2,Postpaid 100,11/1/2024,0,888.4
VF-002992,Shimaa Ali Badawi,1061951154,23,Nasr City - Zone 8,Prepaid Plus,8/18/2024,0,731.4
VF-002993,Karim Lotfy El-Sayed,1041603844,35,Nasr City - Zone 3,Postpaid 200,10/20/2025,0,460.9
VF-002994,Yasmin Ahmed Abdel-Aziz,1079461481,63,,Postpaid Business,4/23/2023,0,730.5
VF-002995,Nada Salah Gamal,1085666029,39,Nasr City - Zone 2,Prepaid Plus,9/25/2023,0,284.7
VF-002996,Mohamed Sayed El-Sharkawi,1046866651,31,Nasr City - Zone 2,Prepaid Plus,6/12/2025,0,753.8
VF-002997,Nader Mahmoud El-Masry,1043492869,43,Nasr City - El Zahraa,Postpaid Business,3/15/2023,0,291.8
VF-002998,Sara Nabil Hassan,1075187118,68,Nasr City - Zone 1,Postpaid 100,5/14/2025,0,365.3
VF-002999,Wael Hassan Hanafi,1072802428,26,Nasr City - Zone 8,Postpaid Business,10/10/2023,0,535.6
VF-003000,Mohamed Sayed El-Masry,1047289758,34,Nasr City - Zone 1,Prepaid Plus,11/26/2022,0,693.4
VF-003001,Shimaa Omar Hassan,1083269627,33,Nasr City - El Zahraa,,3/11/2023,0,388.7
VF-003002,Nada Farouk Farouk,1042124975,54,Nasr City - Zone 2,Postpaid 100,3/27/2025,0,577.5
VF-003003,Heba Salah Gamal,1050286384,29,Nasr City - El Mirghany,Prepaid Basic,5/20/2023,0,296.4
VF-003004,Ghada Mahmoud Abdel-Aziz,1022128884,48,Nasr City - Zone 8,Prepaid Basic,5/13/2023,0,422.3
VF-003005,Bassam Mohamed Farouk,1025455115,,Nasr City - El Zahraa,Postpaid Business,7/26/2022,0,626.5
VF-003006,Fatima Ibrahim El-Sayed,1053259586,54,Nasr City - Abbas El-Akkad,Prepaid Plus,7/21/2022,0,639.5
VF-003007,Yasmin Abdel Ibrahim,1034333153,66,Nasr City - El Mirghany,Postpaid 200,7/18/2025,0,563.1
VF-003008,Tamer Abdel El-Gazzar,1011389244,53,Nasr City - El Zahraa,Prepaid Plus,12/5/2022,0,283.6
VF-003009,Reem Mohamed Morsy,1047152167,34,Nasr City - El Zahraa,Postpaid 200,11/13/2023,0,766.4
VF-003010,Essam Omar Helmy,1097611409,59,Nasr City - Zone 10,Postpaid 100,5/5/2025,0,292.4
VF-003011,Hassan Magdy Ahmed,1012520519,52,Nasr City - Zone 1,Prepaid Basic,2/21/2022,0,612.5
VF-003012,Eman Ahmed Abdullah,1052431185,23,Nasr City - Abbas El-Akkad,Prepaid Plus,9/11/2024,0,331.7
VF-003013,Noha Magdy Nasser,1022508527,35,Nasr City - Zone 3,Postpaid 200,7/20/2023,0,562.1
VF-003014,Tamer Abdel Farouk,1030761894,33,Nasr City - Zone 10,postpaid business,6/21/2022,0,417.5
VF-003015,Amr Nabil Abdullah,1020443908,64,Nasr City - El Zahraa,Postpaid 100,7/22/2025,0,209.7
VF-003016,Sherif Farouk Zidan,1067448759,70,Nasr City - Zone 3,Prepaid Plus,6/27/2024,0,644.2
VF-003017,Ibrahim Lotfy Gamal,1044938109,65,Nasr City - El Zahraa,Postpaid 200,2/18/2022,0,321.5
VF-003018,Hussein Abdallah Khalil,1034181715,39,Nasr City - Zone 7,Postpaid 100,5/1/2022,0,383.5
VF-003019,Ghada Mohamed Shahatah,1078019354,62,Nasr City - Mostafa El-Nahas,Prepaid Basic,7/12/2024,0,747.5
VF-003020,Sami Omar Morsy,1081897187,23,Nasr City - Mostafa El-Nahas,Postpaid 100,10/26/2025,0,462
VF-003021,Salma Nabil Ibrahim,1094199359,26,Nasr City - Zone 1,Postpaid 200,6/18/2022,0,216.2
VF-003022,Sherif Salah Ali,1081825933,39,Nasr City - Zone 7,Prepaid Basic,8/14/2024,0,283.2
VF-003023,Bassam Mohamed Nasser,1032133728,38,Nasr City - Zone 8,Prepaid Basic,7/30/2025,0,609.1
VF-003024,Rania Fathi Farouk,1015092983,18,Nasr City - Zone 10,Prepaid Plus,8/29/2022,0,218.9
VF-003025,Karim Hassan Mahmoud,1061348214,39,Nasr City - Zone 10,Postpaid 100,12/16/2021,0,442.3
VF-003026,Rania Abdel Khalil,1048827210,69,Nasr City - Zone 7,Postpaid Business,7/23/2024,0,621.7
VF-003027,Rania Salah Badawi,1055648211,29,Nasr City - Mostafa El-Nahas,Prepaid Basic,2/11/2022,0,792.5
VF-003028,Bassam Lotfy Mansour,1064252448,70,Nasr City - Zone 10,Postpaid Business,2/8/2022,0,565.8
VF-003029,Hana Gamal Qasim,1031010826,65,Nasr City - El Zahraa,Postpaid 200,11/25/2025,0,827.2
VF-003030,Nour Lotfy El-Banna,1098987822,20,Nasr City - Zone 3,Prepaid Basic,3/14/2023,0,439
VF-003031,Rana Mohamed Awad,1076428511,43,Nasr City - Zone 8,Postpaid Business,7/6/2024,0,536
VF-003032,Fatima Fathi Farouk,1082668121,58,Nasr City - Zone 2,Postpaid Business,4/18/2026,0,256.5
VF-003033,Hana Ali Hanafi,1021080244,43,Nasr City - Abbas El-Akkad,Postpaid 100,3/21/2025,1,825.2
VF-003034,Nader Abdel Zidan,1013347310,29,Nasr City - El Mirghany,,7/26/2023,0,456.7
VF-003035,Ali Ramadan Ibrahim,1031251766,58,Nasr City - Mostafa El-Nahas,Prepaid Plus,12/2/2024,0,263.4
VF-003036,Yasmin Omar El-Sayed,1029913527,20,Nasr City - Mostafa El-Nahas,Postpaid 200,10/14/2025,0,762
VF-003037,Yasmin Omar Gamal,1062808668,48,Nasr City - Zone 2,Prepaid Basic,10/15/2023,0,233.8
VF-003038,Ali Omar Hassan,1091614624,52,Nasr City - Zone 2,Postpaid100,8/2/2025,0,521.4
VF-003039,Sami Ahmed Hanafi,1067520586,40,Nasr City - El Zahraa,Postpaid 100,4/25/2023,0,646.4
VF-003040,Tamer Abdel Salamah,1047514551,,Nasr City - El Mirghany,Postpaid 100,5/16/2022,0,612.3
VF-003041,Wael Fathi Badawi,1015769130,36,Nasr City - Mostafa El-Nahas,Postpaid 200,2/27/2024,0,313.6
VF-003042,Mohamed Salah El-Banna,1072895999,20,Nasr City - Zone 1,Prepaid Basic,1/21/2025,0,474.9
VF-003043,Sara Farouk El-Sayed,1028933267,51,Nasr City - Zone 3,Postpaid 100,6/20/2025,0,272.9
VF-003044,Hana Ramadan Farouk,1017104299,61,Nasr City - Zone 7,Prepaid Basic,11/14/2022,0,736.7
VF-003045,Bassam Magdy Nasser,1077393078,45,Nasr City - Zone 2,Postpaid100,12/27/2024,0,740.2
VF-003046,Amira Hassan Ibrahim,1079327797,24,Nasr City - Zone 3,Postpaid 200,4/27/2025,0,691.7
VF-003047,Salma Abdel Zidan,1074960600,26,,Postpaid 100,1/25/2025,0,852.5
VF-003048,Nada Farouk Gamal,1041571946,44,Nasr City - Zone 8,Prepaid Basic,4/16/2024,0,530.9
VF-003049,Hana Gamal Ahmed,1086456040,38,Nasr City - El Mirghany,Postpaid 200,10/17/2023,0,576.9
VF-003050,Karim Ramadan Abdullah,1014044297,32,Nasr City - Zone 3,Prepaid Plus,3/29/2022,0,536.3
VF-003051,Ghada Ali Zidan,1099580808,59,Nasr City - Zone 2,Postpaid Business,7/2/2022,0,862.2
VF-003052,Shimaa Farouk Ibrahim,1091690471,62,Nasr City - Zone 2,Postpaid 100,5/5/2022,0,875.2
VF-003053,Sara Ramadan Ali,1078297406,66,Nasr City - Abbas El-Akkad,Prepaid Basic,6/27/2023,0,329.6
VF-003054,Mohamed Lotfy Abdullah,1036848219,40,Nasr City - Zone 2,Postpaid Business,9/17/2024,0,384.1
VF-003055,Doaa Abdel El-Sharkawi,1066962588,49,Nasr City - Zone 3,Postpaid 100,12/27/2021,0,382.4
VF-003056,Reem Fathi El-Sharkawi,1041709861,26,Nasr City - Abbas El-Akkad,Prepaid Plus,2/19/2025,0,473.6
VF-003057,Mariam Farouk Qasim,1056768083,28,Nasr City - Mostafa El-Nahas,Postpaid Business,9/11/2025,0,589.5
VF-003058,Tarek Magdy Hassan,1039922635,26,Nasr City - Mostafa El-Nahas,Postpaid 200,9/19/2023,0,888
VF-003059,Salma Gamal Nasser,1063836662,29,Nasr City - Zone 3,Postpaid 100,9/3/2023,0,791.4
VF-003060,Sami Ibrahim Farouk,1096221054,,,Postpaid Business,4/3/2024,0,429.4
VF-003061,Heba Gamal Nasser,1081763739,51,Nasr City - Zone 1,Postpaid 200,8/4/2023,0,493.7
VF-003062,Nader Lotfy El-Gazzar,1033684129,33,Nasr City - Zone 7,Postpaid 100,7/9/2022,0,400.3
VF-003063,Karim Mohamed Qasim,1066897260,30,Nasr City - Zone 10,Prepaid Plus,3/9/2024,0,275.5
VF-003064,Ahmed Ibrahim El-Sharkawi,1020670157,61,Nasr City - El Mirghany,Prepaid Plus,9/26/2022,1,648.6
VF-003065,Reem Lotfy Nasser,1028181499,18,Nasr City - Zone 2,Prepaid Plus,5/8/2023,0,532.4
VF-003066,Rana Mohamed Khalil,1086493620,55,,Postpaid 200,5/4/2024,0,390
VF-003067,Mostafa Ahmed El-Banna,1062218930,43,Nasr City - Zone 8,Prepaid Basic,7/12/2022,0,632.4
VF-003068,Dina Farouk Awad,1032629148,38,Nasr City - Mostafa El-Nahas,Postpaid 200,3/12/2025,0,567.3
VF-003069,Walid Lotfy Mahmoud,1010929706,150,Nasr City - Zone 2,Postpaid Business,10/30/2022,0,558
VF-003070,Ghada Mahmoud Ramadan,1019465118,64,Nasr City - Zone 3,Prepaid Basic,11/7/2024,0,207.1
VF-003071,Youssef Salah Salamah,1019273697,59,Nasr City - El Zahraa,Prepaid Plus,4/15/2025,0,456.4
VF-003072,Sami Hassan Morsy,1030761330,60,Nasr City - Zone 3,Postpaid Business,3/11/2024,0,794.2
VF-003073,Rana Lotfy Helmy,1092646665,67,Nasr City - Mostafa El-Nahas,Postpaid 200,4/22/2022,0,658.5
VF-003074,Walid Nabil El-Banna,1029932519,51,Nasr City - Mostafa El-Nahas,Postpaid 100,5/15/2023,0,791.7
VF-003075,Rami Ali Qasim,1084502609,56,Nasr City - Zone 1,Postpaid 100,2/14/2024,0,872
VF-003076,Tamer Sayed Ibrahim,1031048869,45,Nasr City - El Mirghany,Postpaid Business,1/31/2024,0,639.1
VF-003077,Hassan Gamal El-Banna,1092674873,34,Nasr City - Mostafa El-Nahas,Prepaid Basic,7/10/2025,0,593.7
VF-003078,Heba Omar Abdullah,1079358373,20,,Prepaid Plus,7/25/2023,0,328.7
VF-003079,Essam Ahmed Abdel-Aziz,1020782189,58,Nasr City - Zone 1,Postpaid 100,5/12/2023,0,761.5
VF-003080,Noha Hassan Qasim,1060145259,57,Nasr City - Zone 3,Postpaid 100,12/29/2023,0,896.1
VF-003081,Mohamed Ibrahim El-Masry,1061026924,62,Nasr City - Mostafa El-Nahas,Prepaid Basic,3/16/2025,0,746.3
VF-003082,Nour Mohamed Ali,1097359172,40,Nasr City - Zone 2,Postpaid Business,1/14/2022,0,227.9
VF-003083,Amira Mahmoud Khalil,1061853517,36,Nasr City - Mostafa El-Nahas,Postpaid 200,3/16/2023,0,402.2
VF-003084,Hossam Ibrahim El-Banna,1066045185,68,Nasr City - Zone 1,,11/27/2021,0,683.6
VF-003085,Dina Ahmed Qasim,1085654679,27,Nasr City - Zone 3,Prepaid Plus,11/1/2025,0,421.2
VF-003086,Majed Fathi Salamah,1054541910,40,Nasr City - El Mirghany,Postpaid 100,12/2/2023,0,442.9
VF-003087,Yasmin Omar Badawi,1078471204,48,Nasr City - Mostafa El-Nahas,Prepaid Plus,3/26/2022,0,480.6
VF-003088,Noha Abdel Farouk,1088512703,,Nasr City - El Mirghany,Postpaid Business,1/24/2023,0,444.4
VF-003089,Aya Ahmed El-Masry,1067364553,60,Nasr City - El Zahraa,Prepaid Plus,10/27/2024,0,537.7
VF-003090,Youssef Lotfy Awad,1047501633,46,Nasr City - Zone 10,Postpaid Business,12/20/2023,0,428
VF-003091,Hussein Ali Morsy,1020869023,60,Nasr City - Abbas El-Akkad,Postpaid 200,5/1/2023,0,703.2
VF-003092,Karim Ahmed Khalil,1079762015,34,Nasr City - Mostafa El-Nahas,Postpaid Business,11/27/2025,0,806.2
VF-003093,Amira Omar Morsy,1079360964,31,Nasr City - Zone 8,Postpaid 200,9/25/2023,0,688.1
VF-003094,Doaa Ramadan El-Sharkawi,1049314303,64,Nasr City - Zone 10,Postpaid Business,2/21/2022,0,239
VF-003095,Shimaa Ahmed Awad,1028007273,150,Nasr City - Zone 1,Postpaid 100,11/1/2024,0,664.3
VF-003096,Noha Nabil Abdel-Aziz,1085870511,66,Nasr City - El Mirghany,Postpaid 200,9/16/2022,0,424.7
VF-003097,Sami Abdallah Hassan,1051211454,68,Nasr City - Mostafa El-Nahas,Prepaid Plus,12/20/2023,0,607.1
VF-003098,Mostafa Nabil Nasser,1077101104,51,Nasr City - Zone 1,Prepaid Plus,4/20/2024,0,443.3
VF-003099,Tarek Ibrahim Ramadan,1036999473,36,Nasr City - Abbas El-Akkad,Prepaid Plus,1/14/2023,0,775.1
VF-003100,Khaled Magdy Hanafi,1075041311,22,Nasr City - Zone 1,,11/27/2025,0,746.8
VF-003101,Rana Abdel Hanafi,1095673540,41,Nasr City - El Zahraa,Postpaid 100,7/4/2025,1,697.2
VF-003102,Walid Ali Gamal,1097190626,61,Nasr City - Zone 7,Postpaid 100,5/21/2025,0,532.4
VF-003103,Rania Nabil Ahmed,1097931131,42,Nasr City - Zone 1,Prepaid Plus,7/17/2024,0,433.7
VF-003104,Ahmed Ramadan Ibrahim,1059066095,25,Nasr City - Zone 7,Postpaid Business,10/29/2025,0,203
VF-003105,Majed Fathi Abdullah,1099204909,66,Nasr City - Zone 10,Postpaid 200,10/8/2022,0,756.3
VF-003106,Majed Hassan Abdel-Aziz,1049874490,34,Nasr City - Zone 7,Postpaid Business,10/5/2022,0,744.5
VF-003107,Essam Abdallah Badawi,1062118570,150,Nasr City - El Mirghany,Postpaid100,3/20/2025,0,484.2
VF-003108,Fatima Gamal Mansour,1092133938,61,Nasr City - El Zahraa,Postpaid 100,2/10/2024,0,561.1
VF-003109,Dina Mahmoud El-Sayed,1012435122,28,Nasr City - Zone 8,Prepaid Plus,9/7/2025,1,376.4
VF-003110,Mariam Abdel Salamah,1022201828,66,Nasr City - Zone 7,Postpaid 100,8/9/2022,0,255
VF-003111,Khaled Hassan El-Sayed,1026188579,28,Nasr City - Mostafa El-Nahas,Postpaid 200,2/10/2022,0,799.4
VF-003112,Eman Hassan Ahmed,1027649760,36,Nasr City - Zone 7,Prepaid Basic,2/1/2025,0,362
VF-003113,Bassam Mahmoud Gamal,1075539521,60,Nasr City - Zone 7,Postpaid 100,7/30/2025,1,648.5
VF-003114,Mariam Fathi Mansour,1064747242,29,Nasr City - Abbas El-Akkad,Postpaid 100,1/6/2022,1,563.6
VF-003115,Doaa Nabil El-Sayed,1010035826,42,Nasr City - Zone 2,Postpaid 100,11/25/2025,0,586.3
VF-003116,Nader Abdallah Hassan,1031993730,64,Nasr City - Zone 10,Postpaid 200,4/15/2023,0,787.7
VF-003117,Noha Lotfy Helmy,1034468537,48,Nasr City - El Mirghany,Postpaid 200,10/28/2024,0,580.7
VF-003118,Mostafa Mahmoud Badawi,1053678681,32,Nasr City - Zone 7,Postpaid Business,6/16/2025,0,337.8
VF-003119,Hany Sayed Khalil,1051808750,20,Nasr City - Zone 2,Postpaid 100,3/30/2024,0,252.1
VF-003120,Majed Abdel Helmy,1030973952,63,Nasr City - Zone 7,Postpaid 100,9/23/2025,0,395.7
VF-003121,Adel Gamal Abdel-Aziz,1078244930,70,Nasr City - Zone 7,Prepaid Plus,11/28/2021,0,565.6
VF-003122,Tarek Abdel El-Gazzar,1058507425,20,Nasr City - Abbas El-Akkad,Postpaid 100,1/6/2024,0,593
VF-003123,Mostafa Abdallah Mahmoud,1019400436,18,Nasr City - El Mirghany,Prepaid Basic,10/14/2022,0,495
VF-003124,Ghada Nabil Ahmed,1059222062,65,Nasr City - Abbas El-Akkad,Prepaid Basic,5/31/2024,0,583.4
VF-003125,Sami Mohamed Hanafi,1095247049,29,Nasr City - Zone 10,Prepaid Plus,2/14/2022,0,678.2
VF-003126,Aya Farouk Ahmed,1064781914,59,Nasr City - Zone 8,Prepaid Basic,2/13/2025,0,496
VF-003127,Wael Gamal Helmy,1066948020,43,Nasr City - Zone 8,Postpaid 200,9/21/2025,1,373.8
VF-003128,Mohamed Farouk El-Masry,1049585077,35,Nasr City - Zone 7,Prepaid Plus,8/20/2023,0,643.7
VF-003129,Nader Ali Zidan,1018718590,27,Nasr City - Zone 8,Prepaid Plus,4/1/2025,0,230.1
VF-003130,Mona Ali Hanafi,1063935610,29,Nasr City - Zone 3,Postpaid 100,1/2/2025,0,716.3
VF-003131,Reem Sayed Ahmed,1098455590,50,Nasr City - El Zahraa,Prepaid Plus,9/18/2025,0,526.7
VF-003132,Hussein Sayed Badawi,1049904419,67,Nasr City - Zone 1,Postpaid 100,9/22/2023,0,624.2
VF-003133,Hassan Omar Helmy,1035815774,22,Nasr City - Zone 1,Prepaid Basic,6/17/2023,0,318.7
VF-003134,Mohamed Farouk El-Sharkawi,1071528144,21,Nasr City - Zone 8,Prepaid Basic,3/11/2025,0,251.4
VF-003135,Youssef Ali Zidan,1015220638,999,Nasr City - Mostafa El-Nahas,Postpaid Business,5/14/2023,0,584.7
VF-003136,Nada Abdel Zidan,1026165252,22,Nasr City - Zone 10,Postpaid 200,10/20/2025,0,596.8
VF-003137,Bassam Ramadan Hassan,1068307680,24,Nasr City - Zone 10,Prepaid Basic,4/6/2025,0,255.5
VF-003138,Mariam Ahmed Salamah,1076962229,24,Nasr City - El Zahraa,Postpaid 100,11/11/2025,0,642.3
VF-003139,Mostafa Hassan Mahmoud,1051095092,46,Nasr City - Zone 3,Postpaid 100,9/28/2025,0,582
VF-003140,Wael Farouk Qasim,1064694997,55,Nasr City - Zone 3,prepaid basic,8/18/2024,0,768.8
VF-003141,Hany Omar El-Gazzar,1025336218,21,Nasr City - Zone 1,Postpaid Business,6/30/2022,0,678.1
VF-003142,Ayman Mahmoud Badawi,1089343747,51,Nasr City - El Mirghany,Postpaid 100,6/28/2025,0,434.8
VF-003143,Nour Hassan Salamah,1068182481,45,Nasr City - Zone 8,Prepaid Plus,3/27/2023,0,370
VF-003144,Tarek Ali El-Gazzar,1029919731,28,Nasr City - Abbas El-Akkad,Prepaid Plus,1/1/2022,0,814.6
VF-003145,Doaa Salah Badawi,1028086162,22,Nasr City - Zone 1,Postpaid 200,11/26/2025,0,557.5
VF-003146,Youssef Ibrahim Zidan,1043413144,47,Nasr City - Abbas El-Akkad,Prepaid Plus,8/12/2025,0,593.3
VF-003147,Amr Gamal Hanafi,1063844312,25,Nasr City - Zone 3,Postpaid 200,4/23/2022,0,789.9
VF-003148,Adel Mohamed Abdel-Aziz,1086233824,35,Nasr City - Zone 1,Prepaid Plus,6/2/2022,0,218.9
VF-003149,Fatima Magdy Mansour,1056497879,32,Nasr City - Zone 7,Prepaid Plus,8/26/2022,0,616.9
VF-003150,Aya Mohamed Badawi,1016532056,59,Nasr City - Zone 1,Prepaid Basic,1/7/2024,0,782
VF-003151,Walid Nabil Mansour,1048644302,36,Nasr City - Zone 8,Prepaid Basic,8/22/2022,0,601.7
VF-003152,Hossam Ahmed Rida,1077746845,43,Nasr City - Zone 2,Postpaid Business,4/6/2025,0,733.6
VF-003153,Eman Mohamed Farouk,1022559504,,Nasr City - Zone 2,Postpaid 200,6/10/2023,1,395.4
VF-003154,Hassan Abdallah Khalil,1069830937,49,Nasr City - Zone 10,Prepaid Plus,5/1/2025,0,432.7
VF-003155,Essam Lotfy Salamah,1076532017,20,Nasr City - Zone 7,Postpaid Business,8/4/2025,0,349
VF-003156,Hany Gamal Ibrahim,1076277024,38,,Postpaid 100,3/19/2022,0,689.1
VF-003157,Hany Mohamed El-Sayed,1043430688,49,Nasr City - Mostafa El-Nahas,Prepaid Basic,5/9/2026,0,281
VF-003158,Fatima Mohamed Helmy,1057452284,47,,Postpaid 200,12/21/2021,0,564.2
VF-003159,Eman Ahmed Gamal,1063509768,32,Nasr City - Abbas El-Akkad,Postpaid 100,2/26/2022,0,694.3
VF-003160,Dina Farouk Hassan,1015047004,19,Nasr City - Zone 10,Postpaid 100,4/15/2022,0,754.1
VF-003161,Aya Gamal Helmy,1082602318,27,Nasr City - Zone 2,Postpaid Business,8/17/2022,0,421.9
VF-003162,Ayman Salah Gamal,1033652565,40,Nasr City - Zone 7,Postpaid Business,7/26/2025,0,572.6
VF-003163,Wael Abdel Qasim,1096698385,61,Nasr City - El Mirghany,prepaid basic,10/21/2023,0,739.8
VF-003164,Yasmin Abdallah Hassan,1012152527,51,Nasr City - Zone 7,Postpaid100,11/29/2024,0,697.3
VF-003165,Hussein Ramadan Hanafi,1031427735,60,Nasr City - Zone 2,Postpaid 100,7/13/2025,0,752.6
VF-003166,Nour Ali Mahmoud,1069831485,42,Nasr City - El Zahraa,Postpaid 100,2/1/2023,0,819.9
VF-003167,Hany Abdallah Abdel-Aziz,1015570747,70,Nasr City - Zone 10,Postpaid 100,12/25/2021,0,647
VF-003168,Rana Magdy El-Sayed,1013041855,65,Nasr City - Zone 8,Postpaid 200,9/26/2023,0,621.9
VF-003169,Noha Abdel Ahmed,1037031885,61,Nasr City - Mostafa El-Nahas,prepaid basic,6/28/2025,0,441.2
VF-003170,Nada Farouk Mahmoud,1095533714,22,Nasr City - Zone 10,Prepaid Basic,1/12/2023,0,697.6
VF-003171,Hossam Omar Zidan,1076595315,35,Nasr City - Zone 2,Postpaid Business,10/1/2024,0,339.5
VF-003172,Fatima Salah Ramadan,1036843462,37,Nasr City - Zone 7,Postpaid Business,3/5/2025,0,232.1
VF-003173,Doaa Gamal El-Masry,1052773072,18,Nasr City - Zone 1,Postpaid 100,11/8/2024,0,880.3
